microseconds,tc,,,,,,,,,,,,,,,,pt,,,,,,,,,,,,,,,,lc,lc_lbf
750002617,121,140,1202,73,144,214,1645,73,264,270,1645,1645,1645,1645,1645,1211,13354,65535,23944,65534,34963,11225,27659,31599,6855,6725,6804,6733,6785,6642,0,0,4171,48.79073517
750008007,121,140,1202,73,144,214,1645,73,264,270,1645,1645,1645,1645,1645,1211,13354,65535,23935,65534,34976,11208,27659,31599,6855,6725,6818,6710,6711,6650,0,0,4094,47.89001913
750013068,121,140,1202,73,144,214,1645,73,264,270,1645,1645,1645,1645,1645,1211,13340,65535,23941,65534,34976,11208,27638,31562,6868,6733,6818,6710,6751,6670,0,0,4095,47.90171674
750017872,121,140,1202,73,144,214,1645,73,264,270,1645,1645,1645,1645,1645,1211,13318,65535,23948,65534,35003,11201,27652,31580,6838,6731,6814,6726,6752,6664,0,0,4059,47.48060275
750022671,121,140,1202,73,144,214,1645,73,264,270,1645,1645,1645,1645,1645,1211,13347,65535,23962,65534,34963,11223,27643,31587,6877,6744,6806,6706,6761,6648,0,0,4113,48.11227374
750027992,121,140,1202,73,144,214,1645,73,264,270,1645,1645,1645,1645,1645,1211,13314,65535,23954,65534,35031,11232,27661,31594,6857,6715,6803,6706,6772,6652,0,0,4136,48.38131879
750032905,121,140,1202,73,144,214,1645,73,264,270,1645,1645,1645,1645,1645,1211,13303,65535,23937,65534,35011,11219,27658,31572,6875,6726,6804,6706,6782,6637,0,0,4161,48.67375906
750037924,121,140,1202,73,144,214,1645,73,264,270,1645,1645,1645,1645,1645,1211,13334,65535,23943,65534,35024,11215,27654,31588,6866,6745,6827,6723,6760,6665,0,0,4167,48.74394473
750042728,121,140,1202,73,144,214,1645,73,264,270,1645,1645,1645,1645,1645,1211,13301,65535,23963,65534,35001,11232,27656,31578,6856,6748,6842,6709,6757,6659,0,0,4060,47.49230036
750047933,121,140,1202,73,144,214,1645,73,264,270,1645,1645,1645,1645,1645,1211,13398,65535,23928,65534,35001,11247,27656,31578,6793,6748,6806,6709,6757,6659,0,0,4105,48.01869285
750052989,121,140,1202,73,144,214,1645,73,264,270,1645,1645,1645,1645,1645,1211,13396,65535,23941,65534,35028,11247,27643,31607,6839,6757,6806,6716,6802,6663,0,0,4130,48.31113312
750058005,121,140,1202,73,144,214,1645,73,264,270,1645,1645,1645,1645,1645,1211,13397,65535,23952,65534,34995,11220,27645,31605,6848,6712,6772,6730,6735,6650,0,0,4062,47.51569558
750062802,121,140,1202,73,144,214,1645,73,264,270,1645,1645,1645,1645,1645,1211,13363,65535,23952,65534,35021,11211,27657,31589,6851,6757,6807,6737,6790,6672,0,0,4071,47.62097408
750067921,121,140,1202,73,144,214,1645,73,264,270,1645,1645,1645,1645,1645,1211,13363,65535,23952,65534,35004,11250,27620,31589,6832,6720,6807,6737,6790,6672,0,0,4048,47.35192903
750072968,121,140,1202,73,144,214,1645,73,264,270,1645,1645,1645,1645,1645,1211,13419,65535,23956,65534,35027,11228,27643,31591,6832,6720,6814,6755,6764,6665,0,0,4086,47.79643824
750077990,121,140,1202,73,144,214,1645,73,264,270,1645,1645,1645,1645,1645,1211,13389,65535,23955,65534,34967,11207,27653,31606,6842,6731,6827,6723,6739,6654,0,0,4126,48.26434268
750082743,121,140,1202,73,144,214,1645,73,264,270,1645,1645,1645,1645,1645,1211,13405,65535,23935,65534,34967,11207,27653,31606,6818,6778,6827,6721,6754,6654,0,0,4126,48.26434268
750087889,121,140,1202,73,144,214,1645,73,264,270,1645,1645,1645,1645,1645,1211,13402,65535,23955,65534,34998,11226,27655,31588,6835,6747,6838,6732,6754,6690,0,0,4116,48.14736657
750092936,121,140,1202,73,144,214,1645,73,264,270,1645,1645,1645,1645,1645,1211,13402,65535,23955,65534,35022,11209,27656,31570,6868,6728,6801,6732,6761,6665,0,0,4100,47.96020479
750098023,121,140,1202,73,144,214,1645,73,264,270,1645,1645,1645,1645,1645,1211,13410,65535,23944,65534,34967,11220,27652,31607,6852,6704,6792,6701,6759,6663,0,0,4073,47.6443693
750103039,121,140,1202,73,144,214,1645,73,264,270,1645,1645,1645,1645,1645,1211,13419,65535,23966,65534,34931,11235,27652,31569,6864,6729,6777,6720,6747,6655,0,0,4105,48.01869285
750107976,121,140,1202,73,144,214,1645,73,264,270,1645,1645,1645,1645,1645,1211,13402,65535,23952,65534,35026,11224,27645,31622,6862,6737,6824,6744,6750,6644,0,0,4083,47.76134541
750112900,121,140,1202,73,144,214,1645,73,264,270,1645,1645,1645,1645,1645,1211,13402,65535,23947,65534,35001,11222,27650,31618,6876,6719,6800,6710,6753,6638,0,0,4162,48.68545667
750117870,121,140,1202,73,144,214,1645,73,264,270,1645,1645,1645,1645,1645,1211,13395,65535,23937,65534,35001,11222,27650,31618,6876,6719,6800,6710,6755,6638,0,0,4129,48.29943551
750122967,121,140,1202,73,144,214,1645,73,264,270,1645,1645,1645,1645,1645,1211,13395,65535,23937,65534,35024,11250,27641,31587,6872,6733,6814,6767,6755,6663,0,0,4155,48.60357339
750127915,121,140,1202,73,144,214,1645,73,264,270,1645,1645,1645,1645,1645,1211,13383,65535,23927,65534,35024,11250,27641,31587,6872,6733,6787,6755,6733,6641,0,0,4126,48.26434268
750132935,121,140,1202,73,144,214,1645,73,264,270,1645,1645,1645,1645,1645,1211,13393,65535,23940,65534,34966,11211,27653,31604,6853,6764,6787,6755,6760,6659,0,0,4098,47.93680957
750137951,121,140,1202,73,144,214,1645,73,264,270,1645,1645,1645,1645,1645,1211,13392,65535,23955,65534,35021,11219,27640,31581,6880,6729,6813,6743,6757,6663,0,0,4131,48.32283073
750142975,121,140,1202,73,144,214,1645,73,264,270,1645,1645,1645,1645,1645,1211,13385,65535,23944,65534,34999,11238,27650,31587,6835,6761,6806,6721,6767,6670,0,0,4111,48.08887851
750147888,121,140,1202,73,144,214,1645,73,264,270,1645,1645,1645,1645,1645,1211,13364,65535,23970,65534,34997,11244,27652,31587,6847,6743,6806,6722,6775,6678,0,0,4138,48.40471401
750152927,121,140,1202,73,144,214,1645,73,264,270,1645,1645,1645,1645,1645,1211,13364,65535,23970,65534,34997,11219,27652,31613,6858,6743,6791,6722,6775,6678,0,0,4102,47.98360002
750158008,121,140,1202,73,144,214,1645,73,264,270,1645,1645,1645,1645,1645,1211,13490,65535,23938,65534,34959,11219,27654,31613,6858,6750,6791,6722,6778,6647,0,0,4071,47.62097408
750162891,121,140,1202,73,144,214,1645,73,264,270,1645,1645,1645,1645,1645,1211,13490,65535,23938,65534,34959,11219,27654,31599,6828,6750,6791,6796,6778,6647,0,0,4159,48.65036384
750167905,121,140,1202,73,144,214,1645,73,264,270,1645,1645,1645,1645,1645,1211,13425,65535,23949,65534,35013,11211,27641,31615,6828,6733,6857,6796,6770,6676,0,0,4092,47.86662391
750173043,121,140,1202,73,144,214,1645,73,264,270,1645,1645,1645,1645,1645,1211,13466,65535,23953,65534,34999,11221,27652,31590,6841,6721,6855,6723,6778,6686,0,0,4176,48.84922322
750178005,121,140,1202,73,144,214,1645,73,264,270,1645,1645,1645,1645,1645,1211,13467,65535,23951,65534,35000,11213,27654,31590,6851,6721,6812,6735,6737,6639,0,0,4108,48.05378568
750183069,121,140,1202,73,144,214,1645,73,264,270,1645,1645,1645,1645,1645,1211,13413,65535,23951,65534,35000,11213,27654,31572,6855,6744,6809,6766,6737,6639,0,0,4154,48.59187578
750187994,121,140,1202,73,144,214,1645,73,264,270,1645,1645,1645,1645,1645,1211,13413,65535,23951,65534,35011,11233,27663,31572,6855,6740,6809,6766,6726,6671,0,0,4119,48.1824594
750192924,121,140,1202,73,144,214,1645,73,264,270,1645,1645,1645,1645,1645,1211,13409,65535,23959,65534,35011,11218,27655,31589,6863,6740,6836,6721,6761,6654,0,0,4188,48.98959456
750197940,121,140,1202,73,144,214,1645,73,264,270,1645,1645,1645,1645,1645,1211,13292,65535,23952,65534,34941,11211,27647,31576,6860,6755,6825,6712,6781,6657,0,0,4052,47.39871947
750202967,121,140,1202,73,144,214,1645,73,264,270,1645,1645,1645,1645,1645,1211,13334,65535,23965,65534,34999,11230,27668,31609,6854,6751,6808,6695,6748,6671,0,0,4116,48.14736657
750207940,121,140,1202,73,144,214,1645,73,264,270,1645,1645,1645,1645,1645,1211,13232,65535,23972,65534,34987,11204,27631,31609,6836,6751,6818,6666,6785,6679,0,0,4087,47.80813585
750212912,121,140,1202,73,144,214,1645,1645,264,270,1645,1645,1645,1645,1645,1211,13287,65535,23946,65534,34970,11204,27631,31575,6857,6753,6792,6747,6717,6656,0,0,4213,49.28203483
750217959,121,140,1202,73,144,214,1645,1645,264,270,1645,1645,1645,1645,1645,1211,13409,65535,23943,65534,34978,11213,27646,31599,6897,6747,6853,6743,6771,6658,0,0,4071,47.62097408
750224591,121,140,1202,73,144,214,1645,1645,264,270,1645,1645,1645,1645,1645,1211,13409,65535,23943,65534,34978,11213,27674,31599,6897,6747,6853,6743,6771,6658,0,0,4111,48.08887851
750228070,121,140,1202,73,144,214,1645,1645,264,270,1645,1645,1645,1645,1645,1211,13413,65535,23951,65534,34978,11213,27674,31557,6878,6700,6796,6707,6733,6666,0,0,4177,48.86092084
750232998,121,140,1202,73,144,214,1645,1645,264,270,1645,1645,1645,1645,1645,1211,13461,65535,23927,65534,35024,11221,27662,31589,6876,6760,6796,6726,6762,6666,0,0,4156,48.61527101
750238019,121,140,1202,73,144,214,1645,1645,264,270,1645,1645,1645,1645,1645,1211,13486,65535,23951,65534,34988,11221,27654,31590,6880,6745,6794,6711,6776,6676,0,0,4204,49.17675633
750243030,121,140,1202,73,144,214,1645,1645,264,270,1645,1645,1645,1645,1645,1211,13361,65535,23943,65534,34957,11228,27651,31558,6845,6751,6809,6744,6789,6671,0,0,4133,48.34622595
750247897,121,140,1202,73,144,214,1645,1645,264,270,1645,1645,1645,1645,1645,1211,13227,65535,23944,65534,34952,11229,27670,31580,6843,6740,6863,6706,6753,6656,0,0,4151,48.55678295
750253043,121,140,1202,73,144,214,1645,1645,264,270,1645,1645,1645,1645,1645,1211,13302,65535,23945,65534,35022,11217,27654,31588,6849,6712,6863,6748,6783,6650,0,0,4183,48.9311065
750258058,121,140,1202,73,144,214,1645,1645,264,270,1645,1645,1645,1645,1645,1211,13308,65535,23959,65534,35022,11214,27636,31569,6856,6732,6816,6748,6770,6650,0,0,4148,48.52169012
750262863,121,140,1202,73,144,214,1645,1645,264,270,1645,1645,1645,1645,1645,1211,13460,65535,23938,65534,34993,11218,27631,31560,6868,6750,6790,6742,6739,6659,0,0,4175,48.83752561
750268010,121,140,1202,73,144,214,1645,1645,264,270,1645,1645,1645,1645,1645,1211,13396,65535,23966,65534,35018,11219,27656,31566,6874,6765,6843,6736,6766,6655,0,0,4157,48.62696862
750273020,121,140,1202,73,144,214,1645,1645,264,270,1645,1645,1645,1645,1645,1211,13427,65535,23966,65534,35035,11213,27636,31576,6852,6765,6843,6708,6766,6681,0,0,4102,47.98360002
750278035,121,140,1202,73,144,214,1645,1645,264,270,1645,1645,1645,1645,1645,1211,13299,65535,23932,65534,34966,11213,27653,31592,6837,6743,6832,6736,6760,6661,0,0,4145,48.48659729
750283066,121,140,1202,73,144,214,1645,1645,264,270,1645,1645,1645,1645,1645,1211,13346,65535,23944,65534,34974,11234,27639,31616,6822,6732,6798,6749,6772,6651,0,0,4145,48.48659729
750288030,121,140,1202,73,144,214,1645,1645,264,270,1645,1645,1645,1645,1645,1211,13375,65535,23944,65534,34996,11213,27644,31569,6865,6732,6788,6739,6762,6656,0,0,4107,48.04208807
750292989,121,140,1202,73,144,214,1645,1645,264,270,1645,1645,1645,1645,1645,1211,13375,65535,23977,65534,34966,11213,27644,31569,6865,6731,6788,6739,6741,6670,0,0,4177,48.86092084
750297851,121,140,1202,73,144,214,1645,1645,264,270,1645,1645,1645,1645,1645,1211,13458,65535,23944,65534,34968,11217,27644,31589,6855,6736,6787,6720,6765,6662,0,0,4184,48.94280411
750302887,121,140,1202,73,144,214,1645,1645,264,270,1645,1645,1645,1645,1645,1211,13313,65535,23939,65534,34951,11218,27667,31572,6835,6741,6853,6705,6762,6686,0,0,4194,49.05978022
750308062,121,140,1202,73,144,214,1645,1645,264,270,1645,1645,1645,1645,1645,1211,13193,65535,23984,65534,34980,11232,27623,31572,6824,6721,6827,6716,6789,6658,0,0,4215,49.30543005
750313046,121,140,1202,73,144,214,1645,1645,264,270,1645,1645,1645,1645,1645,1211,13300,65535,23954,65534,34980,11206,27670,31589,6849,6749,6781,6729,6797,6641,0,0,4092,47.86662391
750318065,121,140,1202,73,144,214,1645,1645,264,270,1645,1645,1645,1645,1645,1211,13359,65535,23937,65534,34976,11209,27635,31573,6859,6733,6866,6732,6733,6656,0,0,4137,48.3930164
750322865,121,140,1202,73,144,214,1645,1645,264,270,1645,1645,1645,1645,1645,1211,13247,65535,23943,65534,34959,11240,27636,31597,6887,6740,6788,6714,6761,6655,0,0,4130,48.31113312
750327925,121,140,1202,73,144,214,1645,1645,264,270,1645,1645,1645,1645,1645,1211,13422,65535,23935,65534,34959,11226,27626,31569,6822,6740,6814,6701,6778,6655,0,0,4073,47.6443693
750332858,121,140,1202,73,144,214,1645,1645,264,270,1645,1645,1645,1645,1645,1211,13458,65535,23955,65534,35016,11217,27626,31609,6845,6714,6787,6697,6761,6686,0,0,4134,48.35792357
750337876,121,140,1202,73,144,214,1645,1645,264,270,1645,1645,1645,1645,1645,1211,13391,65535,23961,65534,34944,11207,27664,31579,6895,6745,6811,6716,6769,6672,0,0,4148,48.52169012
750342910,121,140,1202,73,144,214,1645,1645,264,270,1645,1645,1645,1645,1645,1211,13293,65535,23942,65534,34995,11221,27652,31588,6819,6740,6801,6715,6751,6648,0,0,4148,48.52169012
750347879,121,140,1202,73,144,214,1645,1645,264,270,1645,1645,1645,1645,1645,1211,13270,65535,23919,65534,34971,11216,27646,31581,6830,6755,6808,6695,6751,6648,0,0,4165,48.7205495
750353027,121,140,1202,73,144,214,1645,1645,264,270,1645,1645,1645,1645,1645,1211,13486,65535,23951,65534,34954,11232,27654,31584,6843,6726,6852,6728,6752,6679,0,0,4111,48.08887851
750357869,121,140,1202,73,144,214,1645,1645,264,270,1645,1645,1645,1645,1645,1211,13486,65535,23951,65534,35010,11232,27654,31574,6837,6761,6852,6774,6752,6655,0,0,4202,49.15336111
750362975,121,140,1202,73,144,214,1645,1645,264,270,1645,1645,1645,1645,1645,1211,13398,65535,23948,65534,34960,11203,27649,31574,6837,6720,6802,6774,6785,6639,0,0,4137,48.3930164
750367880,121,140,1202,73,144,214,1645,1645,264,270,1645,1645,1645,1645,1645,1211,13334,65535,23946,65534,34960,11209,27649,31560,6823,6720,6864,6717,6785,6639,0,0,4155,48.60357339
750373033,121,140,1202,73,144,214,1645,1645,264,270,1645,1645,1645,1645,1645,1211,13233,65535,23975,65534,35014,11209,27646,31582,6852,6735,6818,6719,6825,6668,0,0,4138,48.40471401
750377857,121,140,1202,73,144,214,1645,1645,264,270,1645,1645,1645,1645,1645,1211,13376,65535,23950,65534,34999,11238,27648,31592,6847,6736,6828,6738,6763,6662,0,0,4165,48.7205495
750382954,121,140,1202,73,144,214,1645,1645,264,270,1645,1645,1645,1645,1645,1211,13376,65535,23950,65534,34966,11224,27658,31583,6880,6752,6828,6738,6746,6662,0,0,4121,48.20585462
750387952,121,140,1202,73,144,214,1645,1645,264,270,1645,1645,1645,1645,1645,1211,13352,65535,23934,65534,34975,11236,27639,31618,6880,6744,6819,6748,6780,6671,0,0,4111,48.08887851
750392877,121,140,1202,73,144,214,1645,1645,264,270,1645,1645,1645,1645,1645,1211,13431,65535,23955,65534,34976,11214,27656,31618,6844,6744,6773,6698,6750,6670,0,0,4164,48.70885189
750397897,121,140,1202,73,144,214,1645,1645,264,270,1645,1645,1645,1645,1645,1211,13414,65535,23954,65534,34996,11212,27650,31591,6862,6728,6837,6771,6773,6681,0,0,4091,47.8549263
750402966,121,140,1202,73,144,214,1645,1645,264,270,1645,1645,1645,1645,1645,1211,13446,65535,23948,65534,34996,11203,27650,31574,6833,6728,6815,6718,6770,6681,0,0,4219,49.35222049
750407901,121,140,1202,73,144,214,1645,1645,264,270,1645,1645,1645,1645,1645,1211,13399,65535,23952,65534,35047,11203,27653,31583,6874,6748,6853,6723,6770,6638,0,0,4049,47.36362664
750412887,121,140,1202,73,144,214,1645,1645,264,270,1645,1645,1645,1645,1645,1211,13371,65535,23952,65534,34962,11224,27644,31613,6868,6714,6853,6723,6820,6669,0,0,4151,48.55678295
750417910,121,140,1202,73,144,214,1645,1645,264,270,1645,1645,1645,1645,1645,1211,13282,65535,23935,65534,34989,11213,27648,31598,6881,6753,6783,6702,6734,6666,0,0,4120,48.19415701
750422927,121,140,1202,73,144,214,1645,1645,264,270,1645,1645,1645,1645,1645,1211,13438,65535,23961,65534,35002,11219,27645,31573,6858,6754,6835,6716,6782,6654,0,0,4135,48.36962118
750427923,121,140,1202,73,144,214,1645,1645,264,270,1645,1645,1645,1645,1645,1211,13381,65535,23944,65534,35000,11223,27641,31580,6852,6718,6835,6716,6782,6654,0,0,4136,48.38131879
